"id","question_name","category","status"
"","ఆపరేషన్ జెంటిల్ మ్యాన్ దేనికి సంబందించినది ","1","1"
"","హాకీ క్రీడలో సగంకు స్థిరకాలం?","1","1"
"","'భారతదేశ కోకిల' ఎవరు?","1","1"
"","'ఫతేపూర్ సిక్రీ'ని ఎవరు నిర్మించారు?","1","1"
"","స్వాతంత్ర్య సమరంలో 'బార్డోలి సత్యాగ్రహం' ఎవరికి సంబంధించినది","1","1"
"","'ఢిల్లీచలో' అన్నది ఎవరు?","1","1"
"","స్వతంత్ర భారత్ కు  మొట్టమొదటి గవర్నర్ జనరల్ ఎవరు?","1","1"
"","హైదరాబాద్ కు  ముందు ఆంధ్రరాష్ట్ర రాజధాని?","1","1"
""," ఆంధ్రరాష్ట్రం ఎప్పుడు ఏర్పడినది?","1","1"
"","భాషా ప్రాతిపదికన ఏర్పడిన మొట్టమొదటి రాష్ట్రం?","1","1"
"","మరణానంతరం మొట్టమొదట భారతరత్న పొందిన వారు?","1","1"
"","ఇండియాకు సముద్ర మార్గమును కనుగొన్నది ఎవరు?","1","1"
"","'క్విట్ ఇండియా' ఉద్యమం ఏ సంవత్సరంలో జరిగింది","1","1"
"","నాజీజం' స్థాపించినదెవరు?","1","1"
"","'సిక్కిజం' ఎవరు స్థాపించారు?","1","1"
"","పదవ మరియు చివరి శిక్కు మత గురువు ఎవరు?","1","1"
"","ఎవరి బోధనలను 'మధ్యమార్గం' అంటాము","1","1"
"","కంసుడి సహోదరి ఎవరు?","1","1"
"","సుప్రీంకోర్టు న్యాయమూర్తి పదవీ విరమణ కాలం?","1","1"
"","ఒక రాష్ట్ర గవర్నరు ను  ఎవరు నియమిస్తారు?","1","1"
"","లోక్ సభ సభ్యులకు పోటీ చేయుటకు వయస్సు","1","1"
"","ఎగువసభకు పంపబడు అత్యధిక సభ్యుల సంఖ్య? ","1","1"
"","క్రింది వానిలో ప్రాథమిక హక్కు కానిది? ","1","1"
"","రాజ్యసభ సభ్యురాలైన తెలుగు సినీ నటి ఎవరు? ","1","1"
"","భారత రాజ్యాంగ ప్రవేశికను ఎన్నిసార్లు సవరించారు?","1","1"
""," క్రింది వానిలో ఇప్పుడు ప్రాథమిక హక్కు కానిది?","1","1"
"","ప్రధానమంత్రి ఎవరికి బాధ్యత వహిస్తారు?'","1","1"
"","ద్రవ్యబిల్లు ఏ సభలో ప్రవేశపెడతారు?","1","1"
"","ఆదిమ (ఒకటవ) రాజ్యాంగ శాసనం ద్వారా ప్రాథమిక హక్కులు ఎన్ని ప్రవేశపెట్టారు?","1","1"
"","రాజ్యాంగ పరంగా రాష్ట్రపతి ఎటువంటివాడు?","1","1"
"","'ఏ అధికారంతో అనునది ఏ రిట్ తెలుపబడును","1","1"
"","మన దేశంలో యుద్ధాన్ని ప్రకటించే అధికారం ఎవరికి ఉంది?","1","1"
"","భారతదేశంలో దేని ఆధారంగా ఓటు హక్కును ఇచ్చారు?","1","1"
"","రాయల్ చిత్వార్' పార్క్   ఏ దేశంలో ఉన్నది?","1","1"
"","భారతదేశంలో అతి పురాతన పర్వతశ్రేణి ఏది?","1","1"
"","పశ్చిమానికి ప్రవహించి అరేబియా సముద్రంలో కలువని నది?","1","1"
"","అయోధ్య ఏ నదీ తీరమున ఉంది?","1","1"
"","క్రింది వానిలో తోటలకు సంబంధించినది?","1","1"
"","మనరాష్ట్రంలో పెద్ద నౌకాశ్రయం ఏది ?","1","1"
"","నాగార్జునసాగర్ ప్రాజెక్టు ఏ నది పై కలదు?","1","1"
"","ఇండియాకు ఆ పేరు దేనివలన వచ్చింది?","1","1"
"","భారతదేశంలో ప్రపంచంలోనే అత్యధిక వర్షపాతం గల ప్రదేశం?","1","1"
"","'రేఖాంశాలు' ఎక్కడ కలుస్తాయి?","1","1"
"","సూర్యుని నుండి కాంతి కిరణాలు భూమిని చేరడానికి పట్టే కాలం?","1","1"
"","ఆంధ్రప్రదేశ్లోని ఏ పట్టణం పేరున మేలిమి జాతి పశువులు ఉన్నాయి?","1","1"
"","ఆంధ్రప్రదేశ్లో ఎన్ని జిల్లాలు ఉన్నాయి?","1","1"
"","ప్రణాళికా సంఘం ఎప్పుడు ఏర్పాటయింది?","1","1"
"","భారతదేశానికి వ్యాపార సంబంధాలు ఏ దేశంతో ఎక్కువగా ఉన్నాయి?","1","1"
"","ప్రస్తుతం అమలులో ఉన్న ప్రణాళిక ఎన్నవది? ","1","1"
"","క్రింది వానిలో ప్రత్యక్ష పన్ను కానిది ఏది?","1","1"
"","మనదేశపు ఆర్థిక వ్యవస్థ ఎటువంటిదో నీవు తెలుపుము?","1","1"
"","ఆర్థిక సం|| ఎప్పుడు ప్రారంభమైంది?","1","1"
"","యాభై పైసల నాణెం' పై ఏ భవంతి ముద్ర ఉంటుంది?","1","1"
""," 'ఏపి సెంటర్' ఈ క్రిందివానిలో దేనికి సంబంధించినది? ","1","1"
"","భారతదేశంలో ప్రప్రథమ రాకెట్ ప్రయోగకేంద్రం 'తుంబ' ఎక్కడ ఉన్నది?","1","1"
"","ప్రాణవాయువు (ఆక్సిజన్) అణుభారం ఎంత?","1","1"
"","హైడ్రోజన్ ద్రవీభవన స్థానం? ","1","1"
"","పనిచేయు అణురియాక్టర్ల సంఖ్య?","1","1"
"","సముద్ర మట్టంతో పోల్చితే, పర్వతాలలో పీడనం?","1","1"
"","ఒక మైలుకు ఎన్ని నాట్ లు ?","1","1"
"","రోదసిలోకి ఉపగ్రహాలు పంపిన మొట్టమొదటి ఆసియా దేశం?","1","1"
"","సౌరకుటుంబంలో అత్యుష్ణ గ్రహం?","1","1"
"","భారతదేశపు స్వదేశీ పరిజ్ఞానంలో చేసిన యుద్ధ ట్యాంక్ ?","1","1"
"","గాల్వనామీటర్ దేనికి సంబంధించినది?","1","1"
"","మొట్ట మొదట భూమి లోపల అణు పరీక్షలు ఎప్పుడు జరిగింది?","1","1"
"","ఈ క్రింది వానిలో భిన్నమైనది కనుగొనుము?","1","1"
"","90, 85, 75, 60...?","1","1"
"","1,5,8,27,127,145,183...శ్రేణిలో భిన్నమైనది?","1","1"
"","15 సంవత్సరాల తర్వాత వెంకటేష్ వయస్సు ఆయన ప్రస్తుత వయస్సుకి 2/3 రెట్లు. 
అయితే వెంకటేష్ ప్రస్తుత వయస్సు ఎంత?","1","1"
"","ఒక వ్యక్తి ఏ రక్త గ్రూపును కలిగి ఉన్నయెడల ఆ వ్యక్తి అందరికి రక్తమును దానం చేయును","1","1"
"","జవహర్ లాల్ నెహ్రూకు భారతరత్న అవార్డు లభించిన సంవత్సరముననే ఈ దిగువనున్న
 వ్యక్తులలో మరొకరికి కూడా లభించినది వారిని గుర్తించండి?","1","1"
"","ప్రపంచ అక్షరాస్యతా దినోత్సవంను ఏ రోజున జరుపుకుంటున్నాము?","1","1"
"","పార్శీల మత గ్రంథము?","1","1"
"","1992 ఆసియన్ గేమ్స్ జరిగిన ప్రదేశము","1","1"
"","బాండుంగ్ సమావేశము జరిగిన సంవత్సరము? ","1","1"
"","భారత రైల్వే జోనుల సంఖ్య?","1","1"
"","కథక్ శాస్త్రీయ నృత్యకళ ఏ రాష్ట్రమునకు చెందినది?","1","1"
"","ముద్రణా యంత్రమును కనుగొన్న శాస్త్రవేత్త?","1","1"
"","భద్రతా మండలిలో ఇండియాకు ఎన్ని సంవత్సరాల సభ్యత్వం గలదు?","1","1"
"","ఇండియాలో భౌతికశాస్త్రంలో నోబెల్ బహుమతి గ్రహీత","1","1"
"","ఇండియాలో ఎక్కువగా మాట్లాడు తృతీయ భాష? ","1","1"
"","ఇరాక్ జనాభా ఎంత?","1","1"
"","హద్దుగా మజ్లిస్ పార్లమెంట్ గల దేశము ఏది?","1","1"
"","కోసార్టికా ఉన్నది?","1","1"
"","నైజీరియా రాజధాని?","1","1"
"","దక్షిణ మధ్య రైల్వే కేంద్ర స్థానము?","1","1"
"","పంజాబు గవర్నర్ ఎవరు?","1","1"
"","లక్షద్వీప్ రాజధాని?","1","1"
"","దాదాసాహెబ్ ఫాల్కే అవార్డు ఈ రంగంలో విశిష్ట సేవలు అందించిన వారికి ఇస్తారు?","1","1"
""," ఎన్.ఐ.ఆర్.డి. గల నగరం?","1","1"
"","రోమ్ అధ్యక్షతల దేశం? ","1","1"
"","తారీక్ అలీ ఎవరు?","1","1"
"","ఎస్.ఎస్.భట్నాగర్ అవార్డ్ ఏ రంగంలో కృషి చేసిన వారికి ఇస్తారు?","1","1"
"","ఆల్బేనియా రాజధాని?","1","1"
"","థాయిలాండ్ పూర్వపు నామధేయం?","1","1"
"","దాసి చిత్ర దర్శకులు ఎవరు?","1","1"
""," ఆంధ్రప్రదేశ్ లోని  విశ్వవిద్యాలయాలు సంఖ్య? ","1","1"
"","1990లో ఆహార ధాన్యాల ఉత్పత్తి ఎన్ని మిలియన్ టన్నులు?","1","1"
"","ద్వితీయ పంచవర్ష ప్రణాళిక ఏ మోడల్ ఆధారము?","1","1"
"","ఆస్తులలో అతిపెద్ద ప్రభుత్వ రంగ సంస్థ?","1","1"
"","అమ్మీటర్ ను దేనికి ఉపయోగిస్తారు?","1","1"
"","కిలోవాట్ దేనికి ప్రమాణము?","1","1"
"","కాంతి సంవత్సరమనగానేమి ?","1","1"
"","శూన్యంలో ఎత్తు నుండి బరువైన, తేలికైన వస్తువులను
 భూమి మీదకు వస్తే ఏదిముందుగా భూమి పై పడును?","1","1"
"","డ్రైఐస్ అనగా?","1","1"
"","ఎక్స్ కిరణాలను కనుగొన్నది ఎవరు? ","1","1"
"","పెన్సిలిన్ కనుగొన్నదెవరు? ","1","1"
"","డైనమైట్ ని కనుగొన్నది ఎవరు?","1","1"
"","100° సి ఎన్ని ఫారన్ హీట్స్ (ఎఫ్) కు సమానం?","1","1"
"","ఇన్ శాట్ -1ఎ ని ప్రయోగించిన సంవత్సరం?","1","1"
"","మశూచికి వాక్సిన్ కనుగొన్నదెవరు?","1","1"
"","ఎయిడ్స్ వ్యాధికి కారణభూతమయినది?","1","1"
"","వై.నాయుడమ్మ ఈ రంగంలో ప్రసిద్ధులు?","1","1"
""," 0° (డిగ్రీ) మెరిడియన్ గల ప్రాంతము?","1","1"
"","కణము యొక్క శక్తి గ్రాహకము?","1","1"
"","గ్రంధి వలన మానవుని శరీరపు ఉష్ణోగ్రత స్థిరముగా ఉండును?","1","1"
"","మనము తీసుకొను ఆహారములో ఐరన్ లోపించుట వలన సంభవించే వ్యాధి?","1","1"
"","పీకోప్లాంక్ అనగానేమి?","1","1"
"","అథ్లెట్ పుట్ అను వ్యాధికి కారణము?","1","1"
"","ఫొటోగ్రఫీలో ఉపయోగించు రసాయన పదార్థము? ","1","1"
"","న్యూట్రాన్ కనుగొన్నది ఎవరు?","1","1"
"","రేడియో ధార్మిక పదార్ధము ఉద్గారించునది?","1","1"
"","సబ్బు అనునది ఒక?","1","1"
""," గాలిలో నైట్రోజన్ యొక్క ఘన పరిమాణం శాతం ఎంత?","1","1"
"","ఎముకలు ఎచట విరిగినవో కనుగొనుటకు వాడు కిరణాలు?","1","1"
"","భారత అటామిక్ ఎనర్జీ కమిషన్ ను ఎప్పుడు నెలకొల్పిరి?","1","1"
"","భారతదేశ తీర రేఖ పొడవు సుమారు?","1","1"
"","సహ్యాద్రి పర్వతాలు అని వేటిని అంటారు?","1","1"
"","సూయజ్ కాలువ వేటిని కలుపును?","1","1"
"","బంగ్లాదేశ్ లో గంగానదిని ఏమని పిలుస్తారు?","1","1"
"","లెట్ రైట్ నేలలు గల రాష్ట్రం?","1","1"
"","కుంకుమపువ్వుకు ప్రసిద్ధిగాంచిన రాష్ట్రం?","1","1"
"","కొనిఫర్ అడవులు గల రాష్ట్రం?","1","1"
"","కలహారి ఎడారి ఎచ్చట కలదు?","1","1"
"","రూర్ బొగ్గు గనులు గల ప్రదేశం?","1","1"
"","రబ్బర్ ఉత్పత్తులకు ప్రథమ స్థానం ఆక్రమించిన దేశం?","1","1"
"","రాష్ట్రముల వారీగా రాష్ట్ర జనాభాలో 90 శాతం గ్రామీణులను కలిగి ఉన్న రాష్ట్రం?","1","1"
"","రంజిత్ సాగర్ డ్యామ్ గల రాష్ట్రం?","1","1"
"","పెరియార్ అభయారణ్యం గల రాష్ట్రం? ","1","1"
"","చలువరాయి ఏ రాష్ట్రంలో అధిక మోతాదులో లభ్యమగుచున్నది?","1","1"
""," పొడవైన రైలు వంతెన ఏది?","1","1"
"","గురు గ్రహమునకు ఎన్ని సంవత్సరములు గడచిన ఒక సంవత్సరమగును? ","1","1"
"","యమునా నది గంగానదిలో కలియు ప్రదేశము? ","1","1"
"","ఏలకు కొండలు వేటిలోని భాగము?'","1","1"
"","కేంద్ర పాలిత ప్రాంతాలలో ఎక్కువ విస్తీర్ణము కలిగినది?","1","1"
"","ఈ క్రింది వానిలో ఏ నది సింధూ నదికి ఉపనది కాదు?","1","1"
"","మొట్టమొదటి సిమెంట్ ఫ్యాక్టరీ స్థాపించబడిన సంవత్సరం?","1","1"
"","వేరుశనగ పంటకు మిక్కిలి ప్రసిద్ధి గాంచిన రాష్ట్రం? ","1","1"
"","మధ్యప్రదేశ్ లో  పన్నా ఈ విధంగా ప్రసిద్ధి చెందినది?","1","1"
"","ప్రపంచంలోకెల్ల పెద్ద మంచినీటి సరస్సు","1","1"
"","మైకా ఉత్పత్తిలో ప్రథమ స్థానాన్ని ఆక్రమించిన రాష్ట్రము?","1","1"
"","1981 జనాభా లెక్కల ప్రకారం 10 లక్షల జనాభాను మించిన నగరాల సంఖ్య?","1","1"
"","అటకామా ఎడారి గల ఖండము?","1","1"
"","సూర్యునికి దగ్గరగా గల గ్రహము?","1","1"
"","ఆంధ్రప్రదేశ్ జనసాంద్రత 1981 లెక్కల ప్రకారం సుమారు?","1","1"
"","భారీ తరహా ప్రాజెక్టులనగా ఎన్ని వేల హెక్టార్లకు నీటి సరఫరా చేయగలరు?","1","1"
"","తుంగభద్ర దేనికి ఉపనది?","1","1"
"","అల్పపీడనం గల ప్రాంతంను ఏమందురు?","1","1"
"","హాల్దియా దేనికి ప్రసిద్ధి గాంచినది?","1","1"
"","ప్రపంచ విస్తీర్ణంలో భారత విస్తీర్ణం శాతం ఎంత?","1","1"
"","భారతదేశపు పురాతన పరిశ్రమ?","1","1"
"","ఇడుక్కి ప్రాజెక్టు ఏ నది పై గలదు?","1","1"
"","తెలుగు గంగ పథకము ఎన్ని కోట్ల అంచనాతో ప్రారంభమయినది?","1","1"
"","పంపాస్ గడ్డి భూములు గల దేశం?","1","1"
"","చంద్రుడు దేనికి ఉపగ్రహం?..","1","1"
"","భూ సముద్ర గాలులను ఏమంటారు?","1","1"
"","అపరేషన్ ప్లడ్ దేనికి సంబంధించినది? ","1","1"
"","బోడోలు నివశించు రాష్ట్రం?","1","1"
"","క్విట్ ఇండియా తీర్మానమును ఎక్కడ ఆమోదించారు?","1","1"
"","హోమ్ రూల్ ఉద్యమంలో సంబంధం గల వారెవరు?","1","1"
"","గద్దర్ పార్టీ వ్యవస్థాపకులు?","1","1"
"","గాంధీ-ఇర్విన్ ఒడంబడిక జరిగిన సంవత్సరము?","1","1"
"","కామన్స్ సభకు ఎన్నుకొనబడిన భారతీయుడు? ","1","1"
"","నేతాజి ఐ.ఎన్.ఎ.ను ఎక్కడ నిర్వహించెను?","1","1"
"","ఫార్వర్డ్ బ్లాక్ స్థాపించిన సంవత్సరం?","1","1"
"","మొదటి సత్యాగ్రహంనకు గల కారణములలో సంబంధము గల అంశం?","1","1"
"","బ్రిటీష్ వారిచే మొదటి విశ్వవిద్యాలయం స్థాపన?","1","1"
"","మొదటి రౌండ్ టేబుల్ సమావేశం ఎప్పుడు జరిగింది?","1","1"
"","ముస్లింలకు ప్రత్యేక దేశం కావాలని ఏ సమావేశంలో తీర్మానించారు?","1","1"
"","కాంగ్రెస్ చీలికకు కారణం?","1","1"
"","మితవాద నాయకుడెవరు?","1","1"
"","మహాత్ముడు హరిజన పత్రికను ప్రారంభించిన సంవత్సరం ","1","1"
"","బింబసారుడు ఏ సామ్రాజ్యమునకు చెందినవాడు?","1","1"
"","నలందా విశ్వవిద్యాలయం గల రాష్ట్రం?","1","1"
"","మున్సబ్ దారీ విధానమును ప్రవేశపెట్టిన చక్రవర్తి?","1","1"
"","జహంగీర్ సమాధి ఎచ్చట గలదు?","1","1"
"","రాజతరంగిణి గ్రంథ రచయిత","1","1"
"","బహ్మనీ రాజ్య స్థాపకుడు?","1","1"
""," బెంగాల్ ని క్లైవ్ ఆక్రమించుకున్న సంవత్సరం?","1","1"
""," రైత్వారీ పద్ధతిని ప్రవేశపెట్టినది?","1","1"
"","సింధూ నది వలన భారతదేశానికి హిందూ దేశమనే పేరు ఎవరి వల్ల వచ్చింది?","1","1"
"","హపిమైట్ రాచరికం గల దేశం? ","1","1"
"","హితకారిణి సమాజ స్థాపకులు?","1","1"
"","కేరళలో మోప్లా తిరుగుబాటు జరిగిన సంవత్సరం? ","1","1"
"","వీల్ ఆఫ్ థియరీ గ్రంథ రచయిత?","1","1"
"","శుద్ధి ఉద్యమ నిర్వాహకులు ఎవరు?","1","1"
""," భారతదేశంలో రైల్వేలు ప్రారంభమైన సంవత్సరం?","1","1"
"","రామానుజాచార్యులు ఏ శతాబ్దికి చెందినవాడు?","1","1"
"","అష్టాంగములు ఈ మతములోని భాగములు?","1","1"
"","జైనులలో చివరి తీర్థంకరుడు ఎవరు?","1","1"
"","తెలుగు సాహిత్య భాషగా ఏర్పడిన శతాబ్ధము?","1","1"
"","రాజశేఖర చరిత్ర రచయిత?","1","1"
"","కవి బ్రహ్మ తిక్కన ఏ శతాబ్దానికి చెందిన వాడు? ","1","1"
"","తాజ్ మహల్ ని ఎవరు నిర్మించిరి?","1","1"
""," కోణార్క్ సూర్యదేవాలయమును ఎవరు నిర్మించారు? ","1","1"
"","గౌతమ బుద్ధుని జననం?","1","1"
"","కుమార సంభవం కావ్య రచయిత?","1","1"
"","టిప్పుసుల్తాన్ మరణించిన సంవత్సరం?","1","1"
"","ఎవరి విజయాలకు చిహ్నంగా శాలివాహన శకం ఆరంభమయినది?","1","1"
"","ఇండియన్ షేక్ స్పియర్ వర్ణించబడినవారు ఎవరు?","1","1"
"","ఎవరు ఇండియన్ నెపోలియన్ గా ప్రసిద్ధి చెందెను?","1","1"
"","మహాభారతమును సంస్కృతంలో రచించినదెవరు?","1","1"
"","తక్షశిల దేనికి సంబంధించినది?","1","1"
"","గీత గోవింద రచయిత?","1","1"
"","దండి ఉప్పు సత్యాగ్రహంలో గాంధీజీతోపాటు పాల్గొన్న ఆంధ్రుడు?","1","1"
"","వామపక్షాలుగా కమ్యూనిస్ట్ గా విడిపోయిన సంవత్సరం?","1","1"
"","న్యూ ఇండియా అనే పత్రికతో ఎవరికి సంబంధం గలదు?","1","1"
"","బక్సార్ యుద్ధం జరిగిన సంవత్సరం?","1","1"
"","సరియైన వేదాల వరుస క్రమంను గుర్తించండి?","1","1"
""," థగ్గులు వీరు?","1","1"
"","భారతదేశంలోని ప్రభుత్వం ఈ కోవకు చెందినది ?","1","1"
"","మొదటి రాజ్యాంగ సవరణ జరిగిన సంవత్సరం?","1","1"
"","రాజ్య సభలో రాష్ట్రపతిచే నియమించబడు సభ్యుల సంఖ్య?","1","1"
"","హైకోర్టు ప్రధాన న్యాయమూర్తిని ఎవరు నియమించును?","1","1"
"","సరియైన రాష్ట్రపతుల వరుస క్రమమును గుర్తించండి?","1","1"
"","ఆంధ్రప్రదేశ్ లోక్ సభ సభ్యులు?","1","1"
"","ప్రస్తుత లోక్ సభ ను ఈ విధంగా వ్యవహరించవచ్చును?","1","1"
"","మొదటి షెడ్యూల్ లో వీటిని గూర్చి చర్చించుట?","1","1"
"","ఫైనాన్స్ కమిషన్ ను ఎవరు నియమింతురు?","1","1"
"","భారత్ భవన్ గల రాష్ట్రం","1","1"
"","భారత అటార్నీ జనరల్ ను ఎవరు నియమింతురు ","1","1"
"","ఆర్థిక సంఘంలో ఛైర్మన్ తో కలిపి ఎంత మంది సభ్యులు కలరు ","1","1"
"","హిందీ భాషను 8వ షెడ్యూల్లో ఏ సంవత్సరంలో చేర్చినారు","1","1"
"","ఏ రాజ్యాంగ సవరణ ద్వారా గోవా రాష్ట్రం ఏర్పడినది?","1","1"
"","ఆదేశ సూత్రాలను రాజ్యాంగంలో ఏ భాగంలో పొందుపరిచారు? ","1","1"
"","ఆర్. వెంకట్రామన్ ఎన్నవ రాష్ట్రపతి","1","1"
"","విద్య ఏ జాబితాకు చెందినది?","1","1"
"","శాసనమండలి సభ్యుడై యుండి ముఖ్యమంత్రిగా ఎన్నికైన వారు?","1","1"
"","భారత ప్రథమ ప్రధాన న్యాయమూర్తి","1","1"
"","ప్రసార భారతి బిల్లు దేనికి స్వాతంత్య్ర్యమునిచ్చును ?","1","1"
"","లోక్ సభ సమావేశం జరగడానికి కావలసిన కనీస సభ్యుల సంఖ్య?","1","1"
"","యూనియన్ పబ్లిక్ సర్వీస్ కమిషన్ సభ్యుని కాలపరిమితి?","1","1"
"","రాష్ట్రపతి పదవికి పోటీ చేయు అభ్యర్థికి ఎన్ని సంవత్సరాలు ఉండాలి?","1","1"
"","పబ్లిక్ అకౌంట్స్ కమిటీలోని సభ్యుల సంఖ్య?","1","1"
"","పెర్టియోరారి ఇది?","1","1"
"","మండల ప్రజాపరిషత్ ఉపాధ్యక్షుడి ఎంపిక ఇలా జరుగుతుంది?","1","1"
"","కేంద్ర రాష్ట్ర ప్రభుత్వాల మధ్య సంబంధాలను రాజ్యాంగపరంగా పరిశీలించేందుకు గాను
కేంద్ర ప్రభుత్వంచే నియమించబడిన కమిషన్ ఏది?","1","1"
"","ప్రతి రెండు సం॥లకు రాజ్యసభకు ఆంధ్రప్రదేశ్ నుండి 
ఎంతమంది సభ్యులు పంపబడతారు?","1","1"
"","మొదటి రాజ్యాంగ సవరణ జరిగిన సంవత్సరం?","1","1"
"","విశ్వవిద్యాలయ గ్రాంట్ల సంఘం అధ్యక్షులు ఎవరు?","1","1"
"","రాష్ట్రాల పునర్ వ్యవస్థీకరణ జరిగిన సంవత్సరం?","1","1"
"","సుప్రీంకోర్టు న్యాయమూర్తి పదవీ విరమణ వయస్సు?","1","1"
"","భారత రాజ్యాంగ సవరణకు గల పద్ధతులు?","1","1"
"","జమ్మూకాశ్మీర్ కు స్వయం ప్రతిపత్తిని కల్పిస్తున్న అధికరణం?","1","1"
"","పంచాయతీరాజ్ ప్రవేశపెట్టబడిన సంవత్సరం?","1","1"
"","ఎ.పి.పి.ఎస్.సి సభ్యులను ఎవరు నియమిస్తారు?","1","1"
"","ఆంద్ర రాష్ట్ర తొలి ముఖ్యమంత్రి?","1","1"
"","ఆంధ్రప్రదేశ్ విధాన సభ సభ్యుల సంఖ్య?","1","1"
"","నూర్ణాహాన్ అసలు పేరు?","1","1"
"","మానవుని ఎర్ర రక్త కణము యొక్క జీవిత కాలం ఎంత?","1","1"
"","వరి పొలాల్లోంచి వచ్చే వాయువు ఏది?","1","1"
"","విద్యుత్ నిరోధకాన్ని ఏ యూనిట్లలో కొలుస్తారు? ","1","1"
"","ఏ దేశము యొక్క సహాయముతో విశాఖపట్నం ఉక్కు కర్మాగారం స్థాపించబడినది?","1","1"
"","“సారే జహాసే అచ్ఛా” అను గీతమును రచించినది?","1","1"
"","హైదరాబాద్ లో  తెలుగు విజ్ఞాన పీఠమును నెలకొల్పినది ఎవరు?","1","1"
"","హైదరాబాదు ను ఇట్లు కూడా పిలుచుదురు?","1","1"
"","మన జాతీయ చిహ్నములో (అగ్రభాగమున) అశోక స్తంభము రాజధాని యొక్క 
ప్రతి రూపము. అది ఇచ్చట కలదు?","1","1"
"","జాతీయ చిహ్నమునకు క్రింది వ్రాయబడిన 'సత్యమేవ జయతే' 
(సత్యము మాత్రమే జయించును) అను పదములు దీని నుండి గ్రహింపబడినది?","1","1"
"","1911లో కలకత్తాలో జరిగిన ఇండియన్ నేషనల్ కాంగ్రెస్ సమావేశము వద్ద
ఆలపించబడిన జాతీయ గీతము 'జన గణ మన'ను రచించినది?","1","1"
""," క్రింద పేర్కొన్న వానిలో ఏది మన జాతీయ పక్షి? ","1","1"
"","క్రింది వానిలో ఏది భారతదేశమును గురించి సరియైనది? ","1","1"
"","సల్వజూదము దీనికి ప్రసిద్ధి చెందినవి?","1","1"
"","డేవిడ్ హెడ్ లీ గురించిన సత్యమేమి?","1","1"
"","ఇటీవల వార్తలకెక్కిన 'రుక్సానా' అను పేరు గల బాలిక? ","1","1"
"","వందేమాతరం' దేశీయ గీతమును ఇస్లామిక్ విరోధిగా ఒక ఫత్వా
 దీనిచే జారీచేయబడినది? ","1","1"
"","లాస్కర్-ఇ-తాయిబాచే తాకిడికి ప్రణాళిక సిద్ధము చేయబడిన 
నేషనల్ డిఫెన్స్ కాలేజి ఇచ్చట కలదు?","1","1"
"","2009 శాంతి కొరకు వీరికి నోబుల్ బహుమతి ఇవ్వబడినది?","1","1"
